time,foragers,transporters,followers,population_total,population_conserved,cumulative_deliveries,orientation_order_phi,nematic_order_psi,pheromone_active_cells,pheromone_total_intensity,forager_to_transporter,forager_to_follower,transporter_to_follower,follower_to_transporter
982,0,5,5,10,True,84,0.5133266805443134,0.7883531680616159,1444,4645.0,1,9,84,88
983,0,5,5,10,True,84,0.49264774013531143,0.7965157710652042,1444,4650.0,1,9,84,88
984,0,5,5,10,True,84,0.4660771858908058,0.7970378203046953,1444,4655.0,1,9,84,88
985,0,4,6,10,True,85,0.6216297624418718,0.8323672602269803,1444,4660.0,1,9,85,88
986,0,4,6,10,True,85,0.5986101632063788,0.8336339848859076,1444,4664.0,1,9,85,88
987,0,4,6,10,True,85,0.5970060621265794,0.8339869388682087,1444,4668.0,1,9,85,88
988,0,4,6,10,True,85,0.3460989712248042,0.6958224496873412,1444,4672.0,1,9,85,88
989,0,4,6,10,True,85,0.3058883285964128,0.6642565136579518,1444,4676.0,1,9,85,88
990,0,4,6,10,True,85,0.17893594122573767,0.7226605516475266,1444,4680.0,1,9,85,88
991,0,3,7,10,True,86,0.4489753414562546,0.8418252317586811,1444,4684.0,1,9,86,88
992,0,5,5,10,True,86,0.4715099959595169,0.8534286323570665,1444,4687.0,1,9,86,90
993,0,4,6,10,True,87,0.4490602982115973,0.8555819992740339,1444,4692.0,1,9,87,90
994,0,4,6,10,True,87,0.37001778470833757,0.8571950863845219,1444,4696.0,1,9,87,90
995,0,4,6,10,True,87,0.37519757819898164,0.8537015515612274,1444,4700.0,1,9,87,90
996,0,4,6,10,True,87,0.6282975046690178,0.9111323818037034,1444,4704.0,1,9,87,90
997,0,4,6,10,True,87,0.6888783173882931,0.8967261692463941,1444,4708.0,1,9,87,90
998,0,4,6,10,True,87,0.6889358233307019,0.8846093292624146,1444,4712.0,1,9,87,90
999,0,4,6,10,True,87,0.6801502375714765,0.9076618525186353,1444,4716.0,1,9,87,90
1000,0,4,6,10,True,87,0.610937781668927,0.861801141937573,1444,4720.0,1,9,87,90
