time,foragers,transporters,followers,population_total,population_conserved,cumulative_deliveries,orientation_order_phi,nematic_order_psi,pheromone_active_cells,pheromone_total_intensity,forager_to_transporter,forager_to_follower,transporter_to_follower,follower_to_transporter
692,0,4,6,10,True,50,0.831599899734466,0.8662657080211342,1375,3110.0,1,9,50,53
693,0,4,6,10,True,50,0.7526778891846579,0.8617326427626081,1375,3114.0,1,9,50,53
694,0,4,6,10,True,50,0.4835088414898888,0.7160571505417949,1375,3118.0,1,9,50,53
695,0,6,4,10,True,50,0.18994927015565757,0.6392061492411,1375,3122.0,1,9,50,55
696,0,6,4,10,True,50,0.21418139474384565,0.6748706215887237,1375,3128.0,1,9,50,55
697,0,6,4,10,True,50,0.21418139474384548,0.6748706215887236,1375,3134.0,1,9,50,55
698,0,6,4,10,True,50,0.16468754630256693,0.7250232432640885,1375,3140.0,1,9,50,55
699,0,6,4,10,True,50,0.3630639426189205,0.8420150272199108,1375,3146.0,1,9,50,55
700,0,7,3,10,True,50,0.3682390932821788,0.8428728866927887,1375,3152.0,1,9,50,56
701,0,7,3,10,True,50,0.23997374522542086,0.8074149853872903,1376,3159.0,1,9,50,56
702,0,7,3,10,True,50,0.2429058361392899,0.808565840694291,1376,3166.0,1,9,50,56
703,0,8,2,10,True,50,0.18916738364805702,0.7113705671845827,1376,3173.0,1,9,50,57
704,0,8,2,10,True,50,0.4055193284242498,0.8213078306320609,1377,3181.0,1,9,50,57
705,0,8,2,10,True,50,0.6325468400466392,0.9195676140636676,1377,3189.0,1,9,50,57
706,0,8,2,10,True,50,0.6333924706868601,0.9257199037073212,1377,3197.0,1,9,50,57
707,0,7,3,10,True,51,0.4766205494447998,0.8389600471080912,1377,3205.0,1,9,51,57
708,0,6,4,10,True,52,0.40192319485428707,0.8664039728703833,1377,3212.0,1,9,52,57
709,0,6,4,10,True,52,0.42635404911566877,0.8501431236557523,1377,3218.0,1,9,52,57
710,0,6,4,10,True,52,0.4892581575358115,0.852468168830649,1377,3224.0,1,9,52,57
711,0,6,4,10,True,52,0.546197418427443,0.8570453789877135,1377,3230.0,1,9,52,57
712,0,6,4,10,True,52,0.5138994289391394,0.8227924967672614,1377,3236.0,1,9,52,57
713,0,7,3,10,True,52,0.5236810158800923,0.8180065427740788,1377,3242.0,1,9,52,58
714,0,7,3,10,True,52,0.8326110409350409,0.9588284194878818,1377,3249.0,1,9,52,58
715,0,7,3,10,True,52,0.8291889225997657,0.9588634652196313,1377,3256.0,1,9,52,58
716,0,8,2,10,True,52,0.7932071744668813,0.9505137162465026,1377,3263.0,1,9,52,59
717,0,8,2,10,True,52,0.8096637181473992,0.9396402915220248,1377,3271.0,1,9,52,59
718,0,8,2,10,True,52,0.8278738319856312,0.9347398369848817,1377,3279.0,1,9,52,59
719,0,8,2,10,True,52,0.874479978653311,0.9326990728377721,1377,3287.0,1,9,52,59
720,0,8,2,10,True,52,0.5883202748850225,0.7999595134656994,1378,3295.0,1,9,52,59
721,0,8,2,10,True,52,0.5727899494051752,0.7993794212538202,1378,3303.0,1,9,52,59
722,0,8,2,10,True,52,0.6261313372126438,0.8287146865445663,1378,3311.0,1,9,52,59
723,0,8,2,10,True,52,0.3855590402728373,0.7204207114116984,1378,3319.0,1,9,52,59
724,0,8,2,10,True,52,0.43724669448328013,0.7031498121079662,1378,3327.0,1,9,52,59
725,0,8,2,10,True,52,0.5731436791843392,0.8168248799236444,1378,3335.0,1,9,52,59
726,0,8,2,10,True,52,0.828341301291174,0.9346088538781302,1378,3343.0,1,9,52,59
727,0,7,3,10,True,53,0.7810437616829596,0.9383448935949524,1378,3351.0,1,9,53,59
728,0,7,3,10,True,53,0.8259058618418065,0.970414421436313,1378,3358.0,1,9,53,59
729,0,7,3,10,True,53,0.7868022099556053,0.9634199510507867,1378,3365.0,1,9,53,59
730,0,7,3,10,True,53,0.7887038456732844,0.9633946582430625,1378,3372.0,1,9,53,59
731,0,6,4,10,True,54,0.7160303330756173,0.9569196237468748,1379,3379.0,1,9,54,59
732,0,6,4,10,True,54,0.714752879202722,0.9618948304669522,1379,3385.0,1,9,54,59
733,0,6,4,10,True,54,0.7193881091478795,0.9617449034096353,1379,3391.0,1,9,54,59
734,0,6,4,10,True,54,0.6618160518000937,0.9552279254379066,1379,3397.0,1,9,54,59
735,0,7,3,10,True,54,0.695746479103048,0.9645790460762186,1379,3403.0,1,9,54,60
736,0,7,3,10,True,54,0.695173949758811,0.9646918935232991,1379,3410.0,1,9,54,60
737,0,7,3,10,True,54,0.545069226858591,0.8288378737452675,1380,3417.0,1,9,54,60
738,0,7,3,10,True,54,0.5489139997883888,0.8287848685656822,1380,3424.0,1,9,54,60
739,0,7,3,10,True,54,0.5497479263537626,0.8285733530905625,1380,3431.0,1,9,54,60
740,0,7,3,10,True,54,0.5535897381283268,0.832117967167908,1382,3438.0,1,9,54,60
741,0,7,3,10,True,54,0.5655852748043962,0.8288464741015119,1383,3445.0,1,9,54,60
742,0,7,3,10,True,54,0.5992584694196788,0.823722692920251,1383,3452.0,1,9,54,60
743,0,5,5,10,True,56,0.7592975519774487,0.8230346298529329,1383,3459.0,1,9,56,60
744,0,5,5,10,True,56,0.7287708054046151,0.8221798156855503,1383,3464.0,1,9,56,60
745,0,5,5,10,True,56,0.7404102286908674,0.8299273035508797,1384,3469.0,1,9,56,60
746,0,6,4,10,True,56,0.5195470086721181,0.665666882903698,1385,3474.0,1,9,56,61
747,0,6,4,10,True,56,0.7598431973860226,0.7926354177058921,1386,3480.0,1,9,56,61
748,0,6,4,10,True,56,0.7246740723756611,0.8095767028046994,1388,3486.0,1,9,56,61
749,0,6,4,10,True,56,0.2031073183798071,0.6449502728371374,1388,3492.0,1,9,56,61
750,0,6,4,10,True,56,0.21148488869077037,0.7310184470614245,1388,3498.0,1,9,56,61
751,0,6,4,10,True,56,0.32657643115044355,0.7104485878378758,1389,3504.0,1,9,56,61
752,0,5,5,10,True,57,0.33059859785695905,0.6783115103248368,1390,3510.0,1,9,57,61
753,0,5,5,10,True,57,0.2660013516492854,0.6557209227682784,1391,3515.0,1,9,57,61
754,0,5,5,10,True,57,0.251464103843005,0.674147527878983,1392,3520.0,1,9,57,61
755,0,5,5,10,True,57,0.4710599548482953,0.7901919319452463,1392,3525.0,1,9,57,61
756,0,5,5,10,True,57,0.4234081138265099,0.7687335527209104,1392,3530.0,1,9,57,61
757,0,5,5,10,True,57,0.6056240148490127,0.9065175559717903,1392,3535.0,1,9,57,61
758,0,5,5,10,True,57,0.5458952623373058,0.9229215782122483,1392,3540.0,1,9,57,61
759,0,6,4,10,True,57,0.45449291319603313,0.8264775236329315,1392,3545.0,1,9,57,62
760,0,7,3,10,True,57,0.4879852672861805,0.8231736145197692,1393,3551.0,1,9,57,63
761,0,7,3,10,True,57,0.3178775566484999,0.8014176931972214,1395,3558.0,1,9,57,63
762,0,7,3,10,True,57,0.5097265285648224,0.8877730533633943,1395,3565.0,1,9,57,63
763,0,6,4,10,True,58,0.5155831939423565,0.8865161287820182,1395,3572.0,1,9,58,63
764,0,6,4,10,True,58,0.6692535046853461,0.8958426685423411,1395,3578.0,1,9,58,63
765,0,5,5,10,True,59,0.6454848029806403,0.8983495512878773,1395,3584.0,1,9,59,63
766,0,5,5,10,True,59,0.6119440832669933,0.8799515390287943,1395,3589.0,1,9,59,63
767,0,5,5,10,True,59,0.6048424418273661,0.8755001426620542,1395,3594.0,1,9,59,63
768,0,5,5,10,True,59,0.6290761620068217,0.8785887298804254,1395,3599.0,1,9,59,63
769,0,5,5,10,True,59,0.2516190040806935,0.7821277314157065,1397,3604.0,1,9,59,63
770,0,5,5,10,True,59,0.3144323319680867,0.8055808729303918,1398,3609.0,1,9,59,63
771,0,5,5,10,True,59,0.35567791001110266,0.8020652815320107,1398,3614.0,1,9,59,63
772,0,6,4,10,True,59,0.465105329697537,0.8774828444905486,1399,3619.0,1,9,59,64
773,0,6,4,10,True,59,0.5609670351330414,0.9047116196967596,1400,3625.0,1,9,59,64
774,0,6,4,10,True,59,0.6198105645431105,0.8194169993791899,1401,3631.0,1,9,59,64
775,0,6,4,10,True,59,0.632946357704,0.8000775703684941,1402,3637.0,1,9,59,64
776,0,6,4,10,True,59,0.8069745005997507,0.9413472896249675,1403,3643.0,1,9,59,64
777,0,6,4,10,True,59,0.7918096088332666,0.9299200302039768,1404,3649.0,1,9,59,64
778,0,6,4,10,True,59,0.5363992535796053,0.7875307167336768,1405,3655.0,1,9,59,64
779,0,6,4,10,True,59,0.2076427053336968,0.6975441935970121,1406,3661.0,1,9,59,64
780,0,6,4,10,True,59,-0.08414070884365102,0.6165936762216144,1407,3667.0,1,9,59,64
781,0,6,4,10,True,59,0.0492085376548312,0.7572738229316762,1407,3673.0,1,9,59,64
782,0,6,4,10,True,59,0.2010304078340238,0.7669588655662147,1407,3679.0,1,9,59,64
783,0,6,4,10,True,59,0.25773759779780125,0.7579522744877879,1408,3685.0,1,9,59,64
784,0,4,6,10,True,61,0.5050627851958239,0.8337457386535175,1409,3691.0,1,9,61,64
785,0,4,6,10,True,61,0.507991301070714,0.836748376866119,1409,3695.0,1,9,61,64
786,0,4,6,10,True,61,0.5788601182145185,0.8499755549588537,1409,3699.0,1,9,61,64
787,0,4,6,10,True,61,0.6334724509734763,0.8469930156615251,1409,3703.0,1,9,61,64
788,0,4,6,10,True,61,0.604993735464097,0.8149042361190915,1409,3707.0,1,9,61,64
789,0,3,7,10,True,62,0.5839436122957146,0.8230943548906958,1409,3711.0,1,9,62,64
790,0,3,7,10,True,62,0.5945246183707555,0.8205536061373467,1409,3714.0,1,9,62,64
791,0,3,7,10,True,63,0.8200153138882766,0.9541208529380806,1409,3717.0,1,9,63,65
792,0,3,7,10,True,63,0.8206761970312824,0.9516574026168657,1409,3720.0,1,9,63,65
793,0,2,8,10,True,64,0.7692987303860047,0.9542700550249685,1409,3723.0,1,9,64,65
794,0,2,8,10,True,64,0.5031642565943109,0.8186436582786678,1409,3725.0,1,9,64,65
795,0,2,8,10,True,64,0.539722473982005,0.8196019555258396,1409,3727.0,1,9,64,65
796,0,2,8,10,True,64,0.5336518278307609,0.8216955328969024,1409,3729.0,1,9,64,65
797,0,2,8,10,True,64,0.5101930795646716,0.8382824924152904,1409,3731.0,1,9,64,65
798,0,2,8,10,True,64,0.5321428986000243,0.8648777314516201,1409,3733.0,1,9,64,65
799,0,3,7,10,True,64,0.6480963660212657,0.907424109418865,1409,3735.0,1,9,64,66
800,0,3,7,10,True,64,0.511725465493513,0.8488057309381144,1409,3738.0,1,9,64,66
801,0,2,8,10,True,65,0.574529216197876,0.7813084063219866,1409,3741.0,1,9,65,66
802,0,2,8,10,True,65,0.5238647705174287,0.7978425361396709,1409,3743.0,1,9,65,66
803,0,2,8,10,True,65,0.4951821483425305,0.8378265809158756,1409,3745.0,1,9,65,66
804,0,2,8,10,True,65,0.617603342801839,0.8371890941038027,1409,3747.0,1,9,65,66
805,0,2,8,10,True,65,0.6404679374182367,0.8090064370551281,1409,3749.0,1,9,65,66
806,0,2,8,10,True,65,0.6135435458878925,0.7930023040586507,1409,3751.0,1,9,65,66
807,0,2,8,10,True,65,0.5978794533487773,0.7938620405633117,1409,3753.0,1,9,65,66
808,0,2,8,10,True,65,0.4044929949943256,0.7900110192018742,1409,3755.0,1,9,65,66
809,0,2,8,10,True,65,0.7082291244972828,0.9019867540636965,1409,3757.0,1,9,65,66
810,0,3,7,10,True,65,0.6763215943048702,0.9211433198855759,1409,3759.0,1,9,65,67
811,0,3,7,10,True,65,0.6718982668631678,0.9218604948820626,1410,3762.0,1,9,65,67
812,0,3,7,10,True,65,0.36395549843224545,0.8209837966822535,1411,3765.0,1,9,65,67
813,0,3,7,10,True,65,0.3996608415380096,0.7913309406211527,1412,3768.0,1,9,65,67
814,0,3,7,10,True,65,0.4372529163685284,0.8083301489413929,1413,3771.0,1,9,65,67
815,0,3,7,10,True,65,0.45093324436952376,0.8017975021613973,1414,3774.0,1,9,65,67
816,0,3,7,10,True,65,0.18182125666833232,0.7084540605683552,1415,3777.0,1,9,65,67
817,0,3,7,10,True,65,0.3170125055706498,0.7609111133320181,1416,3780.0,1,9,65,67
818,0,4,6,10,True,65,0.5692832742829699,0.821062801914889,1417,3783.0,1,9,65,68
819,0,3,7,10,True,66,0.5889076532224533,0.8268799504717422,1417,3787.0,1,9,66,68
820,0,3,7,10,True,66,0.492919135065768,0.8181822211356881,1418,3790.0,1,9,66,68
821,0,3,7,10,True,66,0.23617064613001534,0.731336584963828,1418,3793.0,1,9,66,68
822,0,4,6,10,True,66,0.30995802440016956,0.7338603550867233,1419,3796.0,1,9,66,69
823,0,4,6,10,True,66,0.6834563594719161,0.8977797796553602,1419,3800.0,1,9,66,69
824,0,5,5,10,True,66,0.6586849732232791,0.9267598892229165,1420,3804.0,1,9,66,70
825,0,5,5,10,True,66,0.6560693618700022,0.9275570632277899,1420,3809.0,1,9,66,70
826,0,5,5,10,True,66,0.6775019771152981,0.9334589373420237,1420,3814.0,1,9,66,70
827,0,5,5,10,True,66,0.6158265679577424,0.95381142109319,1421,3819.0,1,9,66,70
828,0,5,5,10,True,66,0.6728082229877651,0.9536413224732795,1421,3824.0,1,9,66,70
829,0,5,5,10,True,66,0.7171010618388924,0.9775726615839945,1422,3829.0,1,9,66,70
830,0,5,5,10,True,66,0.7489364553547906,0.9716265157155353,1423,3834.0,1,9,66,70
831,0,6,4,10,True,66,0.7448193690697129,0.9680247308468533,1423,3839.0,1,9,66,71
832,0,6,4,10,True,66,0.7657140778863809,0.9593340951636233,1424,3845.0,1,9,66,71
833,0,6,4,10,True,66,0.7323243862882511,0.935680444528033,1424,3851.0,1,9,66,71
834,0,6,4,10,True,66,0.7278550297346809,0.9357536145372596,1424,3857.0,1,9,66,71
835,0,6,4,10,True,66,0.7753740830880345,0.9115000131762611,1424,3863.0,1,9,66,71
836,0,6,4,10,True,66,0.5393045099153853,0.7788620449717737,1424,3869.0,1,9,66,71
837,0,6,4,10,True,66,0.5335027033039068,0.7884189834468005,1424,3875.0,1,9,66,71
838,0,6,4,10,True,66,0.20060477793127593,0.7244981449539188,1424,3881.0,1,9,66,71
839,0,6,4,10,True,66,0.3068644844789472,0.693812532747321,1424,3887.0,1,9,66,71
840,0,6,4,10,True,66,0.3245232040804892,0.7146138486255172,1424,3893.0,1,9,66,71
841,0,6,4,10,True,66,0.5880939311274285,0.8099345109438916,1424,3899.0,1,9,66,71
842,0,6,4,10,True,66,0.5151798333030613,0.7585764625930288,1424,3905.0,1,9,66,71
843,0,6,4,10,True,66,0.741169199162299,0.8613174154799094,1424,3911.0,1,9,66,71
844,0,7,3,10,True,66,0.5599854279023453,0.7754810242071098,1424,3917.0,1,9,66,72
845,0,7,3,10,True,66,0.5657915000555263,0.7714166446359768,1424,3924.0,1,9,66,72
846,0,7,3,10,True,66,0.46269839539236235,0.7506076985179544,1424,3931.0,1,9,66,72
847,0,6,4,10,True,67,0.35439438114315336,0.7496067838444916,1424,3938.0,1,9,67,72
848,0,7,3,10,True,67,0.6307342279191743,0.8228683792775857,1424,3944.0,1,9,67,73
849,0,7,3,10,True,67,0.4319062193216016,0.7144957805073472,1424,3951.0,1,9,67,73
850,0,8,2,10,True,67,0.41791411909243503,0.7125134043259047,1424,3958.0,1,9,67,74
851,0,8,2,10,True,67,0.3986682028045412,0.6811061156099246,1424,3966.0,1,9,67,74
852,0,8,2,10,True,67,0.3756714318897507,0.6761130560095467,1424,3974.0,1,9,67,74
853,0,8,2,10,True,67,0.35694006350286717,0.6705325447664909,1424,3982.0,1,9,67,74
854,0,8,2,10,True,67,0.34884601542634763,0.7155517798466113,1424,3990.0,1,9,67,74
855,0,7,3,10,True,68,0.34906039494257246,0.7152067494717739,1424,3998.0,1,9,68,74
856,0,7,3,10,True,68,0.4248983000820328,0.7791487839062086,1424,4005.0,1,9,68,74
857,0,6,4,10,True,69,0.36493777423816864,0.8034402298484763,1425,4012.0,1,9,69,74
858,0,6,4,10,True,69,0.3961350945377068,0.7901457066432229,1425,4018.0,1,9,69,74
859,0,6,4,10,True,69,0.6324461476453911,0.8562803157716806,1426,4024.0,1,9,69,74
860,0,5,5,10,True,70,0.5569753765034836,0.8667497745647105,1426,4030.0,1,9,70,74
861,0,4,6,10,True,71,0.5680655941357655,0.889438483841518,1426,4035.0,1,9,71,74
862,0,4,6,10,True,71,0.687218480371935,0.9599429724444722,1426,4039.0,1,9,71,74
863,0,4,6,10,True,71,0.668401749731314,0.9671878136965074,1426,4043.0,1,9,71,74
864,0,4,6,10,True,71,0.7496457325212889,0.9725378500580473,1426,4047.0,1,9,71,74
865,0,4,6,10,True,71,0.5128591605224841,0.8538514334172379,1426,4051.0,1,9,71,74
866,0,4,6,10,True,71,0.5129124367002567,0.8423958916994667,1426,4055.0,1,9,71,74
867,0,3,7,10,True,72,0.514482623722133,0.8419537387993002,1426,4059.0,1,9,72,74
868,0,3,7,10,True,72,0.4771273784084834,0.8531651523643062,1426,4062.0,1,9,72,74
869,0,3,7,10,True,72,0.5028690952896026,0.8482701386755711,1426,4065.0,1,9,72,74
870,0,3,7,10,True,72,0.4804606997676208,0.8568349076931618,1426,4068.0,1,9,72,74
871,0,3,7,10,True,72,0.5262213646216121,0.8191420027227834,1426,4071.0,1,9,72,74
872,0,3,7,10,True,72,0.5744119851942479,0.8164842918866716,1426,4074.0,1,9,72,74
873,0,3,7,10,True,72,0.8387456789231725,0.9772852084600377,1426,4077.0,1,9,72,74
874,0,3,7,10,True,72,0.8696078123196191,0.9687783457357547,1426,4080.0,1,9,72,74
875,0,3,7,10,True,72,0.8590197623336853,0.9710405853428422,1426,4083.0,1,9,72,74
876,0,4,6,10,True,72,0.8742797152456223,0.9690504529418598,1426,4086.0,1,9,72,75
877,0,3,7,10,True,73,0.8461701710976509,0.9305362744837455,1426,4090.0,1,9,73,75
878,0,3,7,10,True,73,0.8231855706428781,0.9210581556381491,1426,4093.0,1,9,73,75
879,0,3,7,10,True,73,0.4632566422564233,0.7993705346150387,1426,4096.0,1,9,73,75
880,0,3,7,10,True,73,0.16260916427645145,0.7098813979066922,1426,4099.0,1,9,73,75
881,0,3,7,10,True,73,0.16131706285210767,0.7322572615189089,1426,4102.0,1,9,73,75
882,0,3,7,10,True,73,0.16304235236959644,0.7343377631086792,1426,4105.0,1,9,73,75
883,0,3,7,10,True,73,0.1453403540275092,0.7327567969957575,1426,4108.0,1,9,73,75
884,0,3,7,10,True,73,0.1881211997458993,0.730063793133956,1426,4111.0,1,9,73,75
885,0,4,6,10,True,73,0.5147954848739641,0.9011435853549624,1426,4114.0,1,9,73,76
886,0,4,6,10,True,73,0.5048970496973372,0.8757960402822995,1426,4118.0,1,9,73,76
887,0,4,6,10,True,73,0.5410497490839369,0.8445793925259117,1426,4122.0,1,9,73,76
888,0,4,6,10,True,73,0.5792313808911607,0.8387557562480501,1427,4126.0,1,9,73,76
889,0,4,6,10,True,73,0.6144552952207101,0.8361095246144011,1427,4130.0,1,9,73,76
890,0,5,5,10,True,73,0.8544906912330926,0.9526677207826146,1428,4134.0,1,9,73,77
891,0,6,4,10,True,73,0.8372943981577474,0.9466064133573682,1428,4139.0,1,9,73,78
892,0,6,4,10,True,73,0.8610024721285494,0.947419019192196,1429,4145.0,1,9,73,78
893,0,6,4,10,True,73,0.8244033996799323,0.9318134690026117,1429,4151.0,1,9,73,78
894,0,6,4,10,True,73,0.5243845670158169,0.7960604770501846,1429,4157.0,1,9,73,78
895,0,6,4,10,True,73,0.5226450433748102,0.7824235500156614,1429,4163.0,1,9,73,78
896,0,6,4,10,True,73,0.4731077141821335,0.808620278475166,1429,4169.0,1,9,73,78
897,0,6,4,10,True,73,0.7088167392196919,0.8765007962329847,1429,4175.0,1,9,73,78
898,0,6,4,10,True,73,0.4504836798465357,0.7434738843489159,1429,4181.0,1,9,73,78
899,0,7,3,10,True,73,0.40259218458504115,0.7775167014041966,1429,4187.0,1,9,73,79
900,0,7,3,10,True,73,0.5052810921859875,0.7786943604127735,1430,4194.0,1,9,73,79
901,0,7,3,10,True,73,0.5151631609964262,0.7890654147559414,1431,4201.0,1,9,73,79
902,0,7,3,10,True,73,0.7245851317757465,0.9389937237563742,1431,4208.0,1,9,73,79
903,0,7,3,10,True,73,0.7687475415323877,0.9251313205050457,1431,4215.0,1,9,73,79
904,0,7,3,10,True,73,0.7868075916974651,0.9418047905025796,1431,4222.0,1,9,73,79
905,0,6,4,10,True,74,0.7549731277221948,0.9443956949357442,1431,4229.0,1,9,74,79
906,0,7,3,10,True,74,0.4744000608608367,0.8197953874394011,1431,4235.0,1,9,74,80
907,0,7,3,10,True,74,0.5003187229663972,0.8301725343359316,1431,4242.0,1,9,74,80
908,0,7,3,10,True,74,0.6076609644691089,0.8254254470983232,1432,4249.0,1,9,74,80
909,0,7,3,10,True,74,0.3441050963653227,0.7062718612879826,1433,4256.0,1,9,74,80
910,0,7,3,10,True,74,0.3384453387849594,0.7079290759694836,1434,4263.0,1,9,74,80
911,0,8,2,10,True,74,0.3636739601631129,0.7602842908516365,1434,4270.0,1,9,74,81
912,0,8,2,10,True,74,0.38182079954039455,0.7723851927817422,1436,4278.0,1,9,74,81
913,0,8,2,10,True,74,0.14801956138469147,0.731686937503406,1436,4286.0,1,9,74,81
914,0,8,2,10,True,74,0.158906634327201,0.7293439266580977,1436,4294.0,1,9,74,81
915,0,7,3,10,True,75,0.18751443803554751,0.7197421296204612,1436,4302.0,1,9,75,81
916,0,7,3,10,True,75,0.4080962966856155,0.6995482363498169,1436,4309.0,1,9,75,81
917,0,7,3,10,True,75,0.4461533818997472,0.7092681199847666,1436,4316.0,1,9,75,81
918,0,7,3,10,True,75,0.38466084033076964,0.7178446353476835,1436,4323.0,1,9,75,81
919,0,6,4,10,True,76,0.445331671346465,0.697507908820812,1436,4330.0,1,9,76,81
920,0,6,4,10,True,76,0.500891903310029,0.686775916157372,1436,4336.0,1,9,76,81
921,0,6,4,10,True,76,0.7445086394379734,0.8043508059085738,1436,4342.0,1,9,76,81
922,0,5,5,10,True,77,0.7295005589118335,0.8067474173777301,1436,4348.0,1,9,77,81
923,0,5,5,10,True,77,0.7184925597083784,0.7968900342012398,1436,4353.0,1,9,77,81
924,0,5,5,10,True,77,0.9672909578068843,0.944354973645207,1436,4358.0,1,9,77,81
925,0,4,6,10,True,78,0.9294754183615908,0.9347894433545391,1436,4363.0,1,9,78,81
926,0,5,5,10,True,78,0.6082985416586443,0.7859972952193971,1436,4367.0,1,9,78,82
927,0,5,5,10,True,78,0.5983002818151402,0.8089961012203903,1436,4372.0,1,9,78,82
928,0,5,5,10,True,78,0.5921488319084678,0.8051354098916799,1437,4377.0,1,9,78,82
929,0,5,5,10,True,78,0.3914353875373088,0.7411616174573078,1438,4382.0,1,9,78,82
930,0,5,5,10,True,78,0.41400337338133963,0.7681065670311458,1438,4387.0,1,9,78,82
931,0,5,5,10,True,78,0.35932596958318674,0.7788792360824617,1439,4392.0,1,9,78,82
932,0,5,5,10,True,78,0.26325257984185696,0.7159868290258825,1439,4397.0,1,9,78,82
933,0,5,5,10,True,78,0.5544264392037906,0.8332266429891274,1439,4402.0,1,9,78,82
934,0,6,4,10,True,78,0.7993236822821442,0.9645720641603254,1439,4407.0,1,9,78,83
935,0,5,5,10,True,79,0.7499506910003946,0.9672034591241723,1439,4413.0,1,9,79,83
936,0,5,5,10,True,79,0.645135227429145,0.9645008610201522,1439,4418.0,1,9,79,83
937,0,5,5,10,True,79,0.6473262393609014,0.9666675341590776,1439,4423.0,1,9,79,83
938,0,4,6,10,True,80,0.5935539948117956,0.9644727760530856,1439,4428.0,1,9,80,83
939,0,4,6,10,True,80,0.6238555755324798,0.9589897730160005,1439,4432.0,1,9,80,83
940,0,4,6,10,True,80,0.6114762787526301,0.953213348371656,1439,4436.0,1,9,80,83
941,0,4,6,10,True,80,0.5786501736923366,0.951194514784056,1439,4440.0,1,9,80,83
942,0,4,6,10,True,80,0.6596828086119965,0.9442063633194446,1439,4444.0,1,9,80,83
943,0,4,6,10,True,80,0.6494930199147592,0.9436428668689549,1439,4448.0,1,9,80,83
944,0,4,6,10,True,80,0.6876151727441682,0.9376171640951223,1439,4452.0,1,9,80,83
945,0,4,6,10,True,80,0.6953790439844779,0.9225163307044077,1439,4456.0,1,9,80,83
946,0,4,6,10,True,80,0.5038608209802208,0.8030104347864812,1439,4460.0,1,9,80,83
947,0,4,6,10,True,80,0.4252910114193667,0.7332808852328658,1440,4464.0,1,9,80,83
948,0,4,6,10,True,80,0.41127145982597035,0.7562876974056045,1440,4468.0,1,9,80,83
949,0,5,5,10,True,80,0.7151391715249774,0.8427319184926185,1440,4472.0,1,9,80,84
950,0,5,5,10,True,80,0.8829360435779933,0.9384888874905198,1440,4477.0,1,9,80,84
951,0,5,5,10,True,80,0.9138337155052731,0.9486246026896233,1440,4482.0,1,9,80,84
952,0,5,5,10,True,80,0.9486304121321663,0.9539356084823469,1440,4487.0,1,9,80,84
953,0,5,5,10,True,80,0.745868457454327,0.8898579103911393,1440,4492.0,1,9,80,84
954,0,5,5,10,True,80,0.7624924936262744,0.8799626058230976,1440,4497.0,1,9,80,84
955,0,5,5,10,True,80,0.47191862389620987,0.7412187697189834,1440,4502.0,1,9,80,84
956,0,5,5,10,True,80,0.4785338382504044,0.7718290101914901,1440,4507.0,1,9,80,84
957,0,5,5,10,True,80,0.4565153644312582,0.7796492107290152,1440,4512.0,1,9,80,84
958,0,5,5,10,True,80,0.6341297311087979,0.9187604050809997,1440,4517.0,1,9,80,84
959,0,6,4,10,True,80,0.6319732588912566,0.9194828876045271,1440,4522.0,1,9,80,85
960,0,6,4,10,True,80,0.6215329657735273,0.9182079353401255,1440,4528.0,1,9,80,85
961,0,6,4,10,True,80,0.45205372969850155,0.8404287628672091,1440,4534.0,1,9,80,85
962,0,6,4,10,True,80,0.32586950426124306,0.7382519603759242,1440,4540.0,1,9,80,85
963,0,6,4,10,True,81,0.3050244134063872,0.7449769959004258,1440,4546.0,1,9,81,86
964,0,6,4,10,True,81,0.5021483559183817,0.8458051909522317,1441,4552.0,1,9,81,86
965,0,6,4,10,True,81,0.5328844844281085,0.8499508975486249,1441,4558.0,1,9,81,86
966,0,6,4,10,True,81,0.5054389964271951,0.848245114363455,1441,4564.0,1,9,81,86
967,0,5,5,10,True,82,0.4752822083289859,0.858666929882553,1441,4570.0,1,9,82,86
968,0,5,5,10,True,82,0.5010712072719032,0.8554704644960291,1441,4575.0,1,9,82,86
969,0,5,5,10,True,82,0.48709309394639994,0.8504747645104993,1442,4580.0,1,9,82,86
970,0,5,5,10,True,82,0.455631775333312,0.8575414714854963,1442,4585.0,1,9,82,86
971,0,5,5,10,True,82,0.27705777770273077,0.7811634855322249,1442,4590.0,1,9,82,86
972,0,5,5,10,True,82,0.2847230856894886,0.7895832107069276,1443,4595.0,1,9,82,86
973,0,5,5,10,True,82,0.4161117421095266,0.8307468676692186,1443,4600.0,1,9,82,86
974,0,5,5,10,True,82,0.43499501503386034,0.8156588445470483,1443,4605.0,1,9,82,86
975,0,4,6,10,True,83,0.5133758948421467,0.7986635934756682,1443,4610.0,1,9,83,86
976,0,4,6,10,True,83,0.6109539958180742,0.8082084477283361,1443,4614.0,1,9,83,86
977,0,6,4,10,True,83,0.6119238012703804,0.8157810051201327,1443,4618.0,1,9,83,88
978,0,6,4,10,True,83,0.6064884372662223,0.7969872481226253,1444,4624.0,1,9,83,88
979,0,5,5,10,True,84,0.7091521308045088,0.7755386241947367,1444,4630.0,1,9,84,88
980,0,5,5,10,True,84,0.7197389349134395,0.8084743341010782,1444,4635.0,1,9,84,88
981,0,5,5,10,True,84,0.6895088270172334,0.8095320929268877,1444,4640.0,1,9,84,88
