time,ant_id,from_role,to_role,reason,x,y
2441,56,forager,follower,pheromone_sensed,122.25578944075127,137.89480220340266
2483,83,forager,follower,pheromone_sensed,197.67320999886203,180.2800153813619
2500,3,forager,follower,pheromone_sensed,255.78074017830843,169.41881945126593
2510,67,follower,transporter,food_reached_from_trail,239.9556168722404,236.8530762228335
2560,6,forager,follower,pheromone_sensed,231.25315957389037,155.97521383587585
2567,87,follower,transporter,food_reached_from_trail,239.97754811923508,236.72801520759123
2600,22,forager,follower,pheromone_sensed,128.961148190904,138.4547425096413
2616,86,follower,transporter,food_reached_from_trail,239.87543391890696,236.5296959495727
2621,9,forager,follower,pheromone_sensed,93.99556126190663,111.23534964327797
2625,84,forager,follower,pheromone_sensed,291.24120627161557,131.48250133704434
2633,96,forager,follower,pheromone_sensed,85.16585765035845,114.90385680425533
2638,24,forager,follower,pheromone_sensed,282.18870132825964,140.02324508220505
2643,27,forager,follower,pheromone_sensed,285.3228155344023,107.61723273687693
2655,65,follower,transporter,food_reached_from_trail,240.04486983453347,236.41417402646474
2680,19,forager,follower,pheromone_sensed,230.1835914510701,131.76747034164458
2710,14,forager,follower,pheromone_sensed,141.95324977084925,135.8369093643867
2813,10,forager,follower,pheromone_sensed,136.73587456237055,135.12228414563646
2820,32,forager,follower,pheromone_sensed,208.94883923779497,34.208429634370155
2869,29,forager,follower,pheromone_sensed,277.8170829734728,100.46077464254036
2877,17,forager,follower,pheromone_sensed,196.88566085496925,22.028931510120582
2918,25,forager,follower,pheromone_sensed,217.10980007159463,42.39655001491345
2945,88,follower,transporter,food_reached_from_trail,240.0369442755445,236.47720680766773
2974,91,forager,follower,pheromone_sensed,85.26074026078633,118.18562963363435
2989,11,forager,follower,pheromone_sensed,200.07819811145114,93.78512062806377
3034,26,forager,follower,pheromone_sensed,166.03934696225215,156.22892744236594
3042,3,follower,transporter,food_reached_from_trail,240.15505714824124,236.98540374390078
3102,81,transporter,follower,food_deposited_at_nest,88.77965795313978,87.28463589274192
3106,58,forager,follower,pheromone_sensed,139.96462962924167,37.17396868883294
3141,61,forager,follower,pheromone_sensed,199.0286368659149,28.665828863867567
3214,41,follower,transporter,food_reached_from_trail,240.064112540717,236.59180484355687
3240,35,forager,follower,pheromone_sensed,198.61814585384818,191.87805608576681
3248,67,transporter,follower,food_deposited_at_nest,88.85766265772254,87.39303684125557
3249,39,follower,transporter,food_reached_from_trail,240.1781361677732,236.58682197085352
3311,15,forager,follower,pheromone_sensed,100.90429377991377,74.12355495440073
3322,44,forager,follower,pheromone_sensed,62.212397026171324,108.1670683188432
3325,51,forager,follower,pheromone_sensed,160.89573211465193,151.70226535927074
3337,79,forager,follower,pheromone_sensed,97.21519155477056,77.56211525221592
3340,24,follower,transporter,food_reached_from_trail,240.3900429428206,236.54476871028263
3373,46,follower,transporter,food_reached_from_trail,240.24906560968904,236.73274862444643
3451,48,forager,follower,pheromone_sensed,198.81076792662247,209.1677787329561
3484,14,follower,transporter,food_reached_from_trail,240.26146599778892,236.72788268629733
3489,26,follower,transporter,food_reached_from_trail,240.0603331388705,236.74802056159103
3505,34,follower,transporter,food_reached_from_trail,240.45961612751685,236.82495370612548
3548,87,transporter,follower,food_deposited_at_nest,88.5415403622174,87.47070995297082
3633,75,follower,transporter,food_reached_from_trail,237.51513950994286,237.4325601281563
3644,47,forager,follower,pheromone_sensed,231.10799639307302,228.27670873875743
3646,12,follower,transporter,food_reached_from_trail,237.2672553754329,237.76231181861863
3665,40,forager,follower,pheromone_sensed,125.01689800662265,26.528456425643903
3670,47,follower,transporter,food_reached_from_trail,237.0000382370655,238.5072084273982
3748,76,follower,transporter,food_reached_from_trail,242.76488725655094,238.095847955841
3792,64,forager,follower,pheromone_sensed,199.90075633421262,204.08067900299952
3830,95,forager,follower,pheromone_sensed,21.11598265700978,142.97712304336306
