time,sensing_steps,hit_count,miss_rate,mean_candidate_cell_count,mean_hit_axis_error_deg,mean_local_continuity_axis_change_deg
1233,4,1,0.75,1.0,13.282525588539801,13.282525588537085
1234,4,1,0.75,0.75,16.845033762989893,3.562508174450092
1235,4,1,0.75,0.75,16.845033762989893,0.0
1236,4,1,0.75,0.75,16.84503376298865,1.2467774351336986e-12
1237,5,2,0.6,1.0,30.92251688149468,7.124442486478278e-13
1238,5,2,0.6,1.0,45.0,14.077483118505317
1239,5,2,0.6,1.2,53.42251688149494,36.57748311850504
1240,5,2,0.6,0.8,22.500000000000004,30.92251688149495
1241,5,2,0.6,1.0,45.0,22.5
1242,5,2,0.6,1.2,45.0,0.0
1243,5,2,0.6,1.2,30.064109290882627,14.93589070911737
1244,5,2,0.6,1.2,22.50000000000034,7.564109290882286
1245,5,2,0.6,1.2,22.500000000000004,3.434999055980598e-13
1246,5,2,0.6,1.0,30.922516881495312,8.422516881495305
1247,5,2,0.6,0.8,22.500000000001354,8.422516881493959
1248,5,1,0.8,0.8,13.282525588539816,13.282525588537114
1249,5,1,0.8,0.8,5.309827638077573,7.972697950462244
1250,5,1,0.8,0.6,6.799831018975847e-13,5.309827638078253
1251,5,1,0.8,0.4,1.3415384756419962e-12,6.615553737444115e-13
1252,5,1,0.8,0.6,7.016709298534876e-15,1.348555184940531e-12
1253,5,1,0.8,0.8,5.30982763807826,5.309827638078253
1254,5,1,0.8,0.4,1.355571894239066e-12,5.3098276380769045
1255,5,1,0.8,0.4,7.016709298534876e-15,1.348555184940531e-12
1256,5,1,0.8,0.6,7.016709298534876e-15,0.0
1257,5,1,0.8,0.6,15.128218581765278,15.128218581765283
1258,5,1,0.8,0.6,16.84503376299063,1.7168151812253558
1259,5,1,0.8,0.6,16.84503376299063,0.0
1260,5,1,0.8,0.4,44.99999999999999,28.154966237009358
1261,5,1,0.8,0.6,15.128218581764616,29.871781418235376
1262,5,1,0.8,0.6,6.685720830429463e-13,15.128218581765283
1263,5,1,0.8,0.6,15.128218581764006,15.128218581764674
1264,5,1,0.8,0.6,44.99999999999999,29.871781418235987
1265,5,1,0.8,0.6,16.845033762989893,28.154966237010093
1266,5,1,0.8,0.6,16.845033762989893,0.0
1267,5,1,0.8,0.4,44.99999999999999,28.154966237010093
1268,5,1,0.8,0.6,16.845033762989893,28.154966237010093
1269,5,1,0.8,0.6,16.84503376299063,7.378886860995359e-13
1270,5,1,0.8,0.6,16.84503376299063,0.0
1271,5,1,0.8,0.4,7.016709298534876e-15,16.84503376299064
1272,5,1,0.8,0.4,45.00000000000001,45.0
1273,5,1,0.8,0.8,26.565051177078534,18.434948822921474
1274,5,1,0.8,0.8,13.282525588539816,13.282525588538716
