time,scope,interpretation,total_grid_cells,active_cell_count,active_area_fraction,total_intensity,selection_threshold,selected_cell_count,selected_fraction_of_active,selected_intensity_share,intensity_weighted_mean_axis_distance,intensity_weighted_median_axis_distance,intensity_weighted_p90_axis_distance,main_channel_width_90,intensity_weighted_mean_segment_distance,connects_nest_to_food_8_neighbour,all_grid_intensity_q00,all_grid_intensity_q25,all_grid_intensity_q50,all_grid_intensity_q75,all_grid_intensity_q90,all_grid_intensity_q95,all_grid_intensity_q99,all_grid_intensity_q100,active_intensity_q00,active_intensity_q25,active_intensity_q50,active_intensity_q75,active_intensity_q90,active_intensity_q95,active_intensity_q99,active_intensity_q100,top_01pct_all_grid_intensity_share,top_05pct_all_grid_intensity_share,top_10pct_all_grid_intensity_share
10000,all_active_history,all historical deposited trajectory cells,250000,64598,0.258392,144323.0,0.0,64598,1.0,1.0,60.89360703257212,52.608744520279124,124.73363620130698,249.46727240261396,63.86984054671025,True,0.0,0.0,0.0,1.0,1.0,2.0,7.0,53.0,1.0,1.0,1.0,2.0,4.0,7.0,14.0,53.0,0.2789853315133416,0.5555524760433195,0.7256293175723897
10000,top_01pct_active_tie_inclusive,high-concentration main trajectory candidate,250000,64598,0.258392,144323.0,14.0,818,0.01266293074088981,0.16656388794578827,73.84259727408318,69.57930726875628,141.70419894978411,283.40839789956823,74.4738301183979,False,0.0,0.0,0.0,1.0,1.0,2.0,7.0,53.0,1.0,1.0,1.0,2.0,4.0,7.0,14.0,53.0,0.2789853315133416,0.5555524760433195,0.7256293175723897
10000,top_05pct_active_tie_inclusive,high-concentration main trajectory candidate,250000,64598,0.258392,144323.0,7.0,3286,0.050868447939564694,0.3171081532396084,62.55030494049125,52.60874452027914,128.1277487510024,256.2554975020048,64.428338438284,False,0.0,0.0,0.0,1.0,1.0,2.0,7.0,53.0,1.0,1.0,1.0,2.0,4.0,7.0,14.0,53.0,0.2789853315133416,0.5555524760433195,0.7256293175723897
10000,top_10pct_active_tie_inclusive,high-concentration main trajectory candidate,250000,64598,0.258392,144323.0,4.0,7757,0.12008111706244776,0.46313477408313297,58.7492720373552,47.517575695735985,124.733636201307,249.467272402614,60.99590847884952,True,0.0,0.0,0.0,1.0,1.0,2.0,7.0,53.0,1.0,1.0,1.0,2.0,4.0,7.0,14.0,53.0,0.2789853315133416,0.5555524760433195,0.7256293175723897
