ant_id,start_time,delivery_time,endpoint_distance,actual_return_distance,efficiency
6,3763,7360,214.2765333622191,2158.1999999998557,0.09928483614226366
88,3776,7377,213.69318692724386,2160.5999999998553,0.09890455749664823
2,3839,7513,211.40880376764565,2204.3999999998487,0.09590310459429331
86,6994,7541,217.1769525672411,327.97428491458095,0.6621767698153641
12,3915,7663,211.56568965381945,2248.799999999842,0.09407937106627282
83,4052,7925,212.15651551602804,2323.7999999998306,0.09129723535418001
23,4085,7999,214.97118012947726,2348.399999999827,0.09153942264073119
67,7729,8169,212.39026835613964,263.99999999999864,0.8045085922581089
25,4277,8180,213.53636159092127,2341.799999999828,0.09118471329359337
58,4274,8365,209.13709996262017,2454.5999999998107,0.08520211030825238
35,5163,8990,216.62833469164917,2296.1999999998347,0.09434210203451997
67,8619,9061,212.19266451528406,264.6820544360163,0.8016888979021397
49,8168,9410,208.14218522466788,745.0288874529856,0.2793746507417171
11,8376,9545,206.3225413429982,701.2190356155652,0.294234085020065
67,9510,9952,211.8930090508962,264.87931452015243,0.7999605761391951
47,8798,9961,212.58475039921842,697.800000000015,0.30464997191059595
