time,forager_count,forager_phi,forager_psi,forager_sufficient,transporter_count,transporter_phi,transporter_psi,transporter_sufficient,follower_count,follower_phi,follower_psi,follower_sufficient
55,100,0.01409127700459726,0.5705414239874447,True,0,,,False,0,,,False
56,100,-0.0933818885394704,0.5914277370679447,True,0,,,False,0,,,False
57,100,0.04539369085911396,0.5907332155176984,True,0,,,False,0,,,False
58,100,-0.07642604411329745,0.6208407137841473,True,0,,,False,0,,,False
59,100,-0.04878847775298789,0.603699505925148,True,0,,,False,0,,,False
60,100,-0.024881737727918428,0.6052458283635294,True,0,,,False,0,,,False
61,100,-0.018895817076895863,0.598949985245906,True,0,,,False,0,,,False
62,100,-0.004906104537189524,0.5701046826810474,True,0,,,False,0,,,False
63,100,-0.0182157201892162,0.5788676622714087,True,0,,,False,0,,,False
64,100,-0.11271942016129884,0.5536976238262752,True,0,,,False,0,,,False
65,100,-0.06052220604310452,0.6095653645528581,True,0,,,False,0,,,False
66,100,0.02529202500577621,0.6302795289536189,True,0,,,False,0,,,False
67,100,-0.012405691684072821,0.6242453837981973,True,0,,,False,0,,,False
68,100,0.09460049086148306,0.6172233283548046,True,0,,,False,0,,,False
69,100,0.1918933234828684,0.628825248119032,True,0,,,False,0,,,False
70,100,0.05810895767479944,0.6269870413005093,True,0,,,False,0,,,False
71,100,0.14673071923627864,0.6891016744719393,True,0,,,False,0,,,False
72,100,0.011289660851104628,0.6511811822775521,True,0,,,False,0,,,False
73,100,0.10541188262987777,0.6678954203498692,True,0,,,False,0,,,False
74,100,-0.15789022679333986,0.6607437151092064,True,0,,,False,0,,,False
75,100,-0.0741773283500988,0.630189854815409,True,0,,,False,0,,,False
76,100,-0.09379119447231003,0.6545370152438048,True,0,,,False,0,,,False
77,100,-0.13056478663215845,0.6782085872458329,True,0,,,False,0,,,False
78,100,-0.041355536133570146,0.6478064159889034,True,0,,,False,0,,,False
79,100,0.04085741772244161,0.6331825112421678,True,0,,,False,0,,,False
80,100,0.06361917823993107,0.6322610809492203,True,0,,,False,0,,,False
81,100,0.02940289321156542,0.6065303507331007,True,0,,,False,0,,,False
82,100,-0.0038789866702788433,0.5824163502120819,True,0,,,False,0,,,False
83,100,-0.03857768089187174,0.5838993194423034,True,0,,,False,0,,,False
84,100,-0.024266670197543094,0.6284379374884342,True,0,,,False,0,,,False
85,100,0.038324250646785935,0.6257947659724933,True,0,,,False,0,,,False
86,100,-0.05140249720172399,0.6621635386359114,True,0,,,False,0,,,False
87,100,0.028964154930313596,0.6086404353471906,True,0,,,False,0,,,False
88,100,0.012042995190043175,0.633659670805644,True,0,,,False,0,,,False
89,100,-0.02218692502631809,0.6197174040548845,True,0,,,False,0,,,False
90,100,0.06500275477321488,0.6089976874619458,True,0,,,False,0,,,False
91,100,-0.13490453543497957,0.6296500186850214,True,0,,,False,0,,,False
92,100,-0.026252505769983267,0.6071238454110529,True,0,,,False,0,,,False
93,100,-0.12997432815513105,0.5874759581655069,True,0,,,False,0,,,False
94,100,0.0438650674729304,0.608547132809826,True,0,,,False,0,,,False
