time,ant_id,from_role,to_role,reason,x,y
3041,6,forager,follower,pheromone_sensed,243.08364441709048,66.5040914704143
3052,5,forager,follower,pheromone_sensed,244.42511633756953,105.80801079622958
3052,72,follower,transporter,food_reached_from_trail,243.06293479342105,240.18154573150022
3079,65,transporter,follower,food_deposited_at_nest,91.87767313597529,87.7932306719374
3092,73,follower,transporter,food_reached_from_trail,240.55267588990773,236.5110878265915
3097,11,forager,follower,pheromone_sensed,212.23767286340998,65.63139704457826
3110,93,follower,transporter,food_reached_from_trail,243.19013205674557,240.59834178594986
3116,45,forager,follower,pheromone_sensed,74.64095569402771,74.97457948217722
3128,77,forager,follower,pheromone_sensed,155.02563414703235,97.36621996293401
3140,16,forager,follower,pheromone_sensed,217.26985371509477,65.00155001413845
3179,1,forager,follower,pheromone_sensed,149.0406554143721,20.829605073830106
3185,97,forager,follower,pheromone_sensed,54.83404296208533,174.3687807435819
3187,22,forager,follower,pheromone_sensed,164.6658833853947,32.59195647415022
3192,2,forager,follower,pheromone_sensed,69.7170175618622,33.94485608239664
3199,34,forager,follower,pheromone_sensed,67.36757155326687,102.9329746931929
3212,13,forager,follower,pheromone_sensed,120.7602311836282,79.41852684737776
3212,29,forager,follower,pheromone_sensed,257.70070490036113,57.14106743400548
3214,25,forager,follower,pheromone_sensed,64.65996280644727,36.2902633289944
3224,12,forager,follower,pheromone_sensed,44.79003624641038,23.905787055664046
3224,53,forager,follower,pheromone_sensed,163.03500886621137,28.464087206297418
3237,60,follower,transporter,food_reached_from_trail,238.02235381136694,237.29758253349073
3255,85,forager,follower,pheromone_sensed,42.05421052135883,168.04602418684794
3261,36,forager,follower,pheromone_sensed,278.69254076769374,14.173925409613101
3263,58,forager,follower,pheromone_sensed,73.67995881316281,34.23741004199101
3280,96,follower,transporter,food_reached_from_trail,240.89956376402898,236.72499500034965
3304,94,forager,follower,pheromone_sensed,159.21515946217545,14.167077501787976
3311,24,forager,follower,pheromone_sensed,183.3704371945885,24.339752085032508
3351,47,follower,transporter,food_reached_from_trail,243.42499567819942,240.72572123931718
3353,23,forager,follower,pheromone_sensed,25.66323883017615,269.2860088021145
3368,54,forager,follower,pheromone_sensed,4.687334808356146,20.031892506303816
