leg_id,ant_id,source_role,transport_start_time,departure_x,departure_y,outbound_sample_count,outbound_path_length,outbound_endpoint_distance,outbound_path_efficiency,memory_waypoint_count,memory_path_length,nest_food_straight_distance,outbound_max_axis_distance,actual_return_distance,distance_increasing_steps,status,delivery_time,transport_time_steps,actual_return_endpoint_distance,actual_return_path_efficiency,site_axis_distance_over_actual_return,memory_to_outbound_length_ratio,memory_shortening_fraction,actual_to_memory_length_ratio,return_max_axis_distance,return_p90_axis_distance,distance_increasing_step_fraction,repeated_return_cell_fraction,anomalously_long_vs_site_axis,possible_looping,far_from_main_axis
93,53,follower,3279,239.96776991514471,236.72259138695875,446,266.99999999999983,207.0809130208642,0.7755839438983683,150,263.6360318191641,212.13203435596427,22.44644090809713,263.63603181916255,33,completed_delivery,3719.0,440,207.0809130208642,0.7854803138704062,0.8046397637386428,0.9874008682365703,0.01259913176342975,0.9999999999999942,22.388517960099563,14.544106343017233,0.075,0.07936507936507942,False,False,True
94,14,follower,3328,238.0891978378417,237.54874145542632,3329,1995.785759894026,209.04794096411393,0.10474468009793504,1111,1918.1707751965405,212.13203435596427,210.07768801159526,1915.1999999998923,1297,completed_delivery,6520.0,3192,206.34793954979307,0.10774224078415032,0.11076234041143285,0.9611105629385758,0.038889437061424226,0.9984512457206299,209.9140650227323,161.64682434469583,0.40632832080200504,0.11744440964610081,True,False,True
95,26,follower,3357,238.07483894746383,237.6487591872727,3358,2012.937742642453,209.10837864336904,0.10388218880970716,1120,1941.1429751537557,212.13203435596427,180.19584970782924,1938.5999999998887,1401,completed_delivery,6588.0,3231,206.62011338227768,0.10658212802140181,0.10942537622819377,0.9643333392942149,0.03566666070578506,0.9986899598914575,180.15168868623027,136.9132127880229,0.4336118848653668,0.15872524752475248,True,False,True
96,55,follower,3381,239.85455651568486,236.91117832675283,467,279.59999999999997,208.882702077223,0.7470769029943599,157,274.96950942094605,212.13203435596427,22.36497853719969,274.9695094209452,42,completed_delivery,3840.0,459,208.882702077223,0.759657689018344,0.7714747529742131,0.9834388748960876,0.01656112510391239,0.9999999999999969,22.298713329197156,14.317332499054347,0.0915032679738562,0.04347826086956519,False,False,True
97,57,follower,3491,239.41462380409084,236.55543607814488,445,266.4000000000002,206.62174511458332,0.7756071513310179,149,262.91786688491385,212.13203435596427,22.14572139369176,262.79999999999853,30,completed_delivery,3929.0,438,206.50522348943937,0.7857885216493171,0.807199521902456,0.9869289297481744,0.013071070251825634,0.9995516969374816,22.070859642067518,14.607353560231575,0.0684931506849315,0.05239179954441908,False,False,True
98,61,follower,3491,240.371701919928,236.85639230388136,3492,2091.1180026438715,210.18669962394665,0.10051403094335205,1165,2004.5804594617166,212.13203435596427,57.08389939720754,1945.1999999998877,1438,completed_delivery,6733.0,3242,211.49224913771423,0.10872519490938024,0.10905409950440906,0.9586166141400234,0.041383385859976585,0.9703776123419989,56.79195450638852,38.46798038737664,0.4435533621221468,0.10977489978415045,True,False,True
99,63,follower,3512,239.51785872721874,236.57093156602218,441,264.0000000000001,206.8024425650792,0.7833425854737844,148,260.9277912002285,212.13203435596427,21.809485514495634,260.92779120022675,29,completed_delivery,3947.0,435,206.8024425650792,0.7925657961301114,0.8129913390221498,0.9883628454554106,0.011637154544589356,0.9999999999999932,21.616439414024015,14.083605530509853,0.06666666666666667,0.03899082568807344,False,False,True
100,86,follower,3579,240.57336944358082,236.9082901830716,498,298.2000000000002,210.64485286000064,0.7063878365526509,167,279.2676174161399,212.13203435596427,22.74886542957327,278.9999999999992,35,completed_delivery,4044.0,465,210.67877640254642,0.7551210623747205,0.7603298722436017,0.9365111248026147,0.06348887519738533,0.9990417169788006,22.738653946246572,14.863031116035607,0.07526881720430108,0.07939914163090134,False,False,True
101,44,follower,3597,238.72635055820516,237.2253036143339,3598,2154.8107657142145,209.27211322747934,0.0971185574887899,1200,2063.8292907037458,212.13203435596427,142.4776780939376,1751.999999999917,1259,completed_delivery,6517.0,2920,206.63732364130033,0.11794367787746012,0.12107992828537346,0.9577775104625891,0.04222248953741092,0.8489074207307631,142.2145524081903,125.98679825975107,0.4311643835616438,0.093461143444026,True,False,True
102,16,follower,3630,239.49011368076933,236.62325657911427,458,274.2000000000001,207.40145316037805,0.7563875024083807,154,266.5625033032903,212.13203435596427,21.829813231111046,266.39999999999867,35,completed_delivery,4074.0,444,207.2413461531677,0.7779329810554383,0.7962914202551251,0.9721462556648075,0.0278537443351925,0.9993903744852413,21.78195300669927,14.58707302212711,0.07882882882882883,0.07191011235955058,False,False,True
