ant_id,start_time,end_time,length,censored
81,1722,1730,9,False
81,1779,1908,130,False
81,2753,2754,2,False
82,2076,2077,2,False
82,2132,2132,1,False
82,2134,2134,1,False
82,2143,2144,2,False
82,2209,2218,10,False
82,2221,2221,1,False
83,1985,1986,2,False
83,1988,1989,2,False
83,2032,2032,1,False
83,2036,2049,14,False
83,2051,2073,23,False
83,2119,2119,1,False
83,2129,2130,2,False
84,1939,1943,5,False
84,1978,1978,1,False
84,2046,2047,2,False
84,2049,2053,5,False
84,2055,2062,8,False
84,2066,2066,1,False
84,2072,2078,7,False
84,2088,2088,1,False
84,2103,2103,1,False
84,2105,2109,5,False
84,2112,2112,1,False
84,2114,2119,6,False
84,2129,2135,7,False
84,2139,2139,1,False
84,2142,2142,1,False
84,2144,2149,6,False
84,2153,2153,1,False
84,2159,2165,7,False
84,2172,2209,38,False
84,2212,2465,254,False
84,2499,2499,1,False
84,2506,2507,2,False
84,2511,2511,1,False
84,2575,2575,1,False
84,2620,2621,2,False
84,2625,2625,1,False
84,2633,2633,1,False
84,2689,2689,1,False
84,2718,2718,1,False
84,2721,2726,6,False
84,2747,2749,3,False
84,2801,2802,2,False
84,2804,2804,1,False
84,2845,2845,1,False
84,2868,2868,1,False
84,2873,2887,15,False
84,2918,2924,7,False
84,2933,2933,1,False
84,2996,2996,1,False
84,2998,2998,1,False
84,3003,3003,1,False
84,3011,3012,2,False
84,3019,3019,1,False
84,3021,3030,10,False
84,3122,3143,22,False
84,3145,3145,1,False
84,3165,3165,1,False
84,3168,3170,3,False
84,3175,3175,1,False
84,3191,3206,16,False
84,3236,3236,1,False
84,3239,3240,2,False
84,3247,3247,1,False
84,3262,3277,16,False
84,3307,3307,1,False
84,3311,3312,2,False
84,3320,3320,1,False
84,3346,3346,1,False
84,3433,3450,18,False
84,3452,3452,1,False
84,3606,3666,61,False
85,2219,2219,1,False
85,2226,2239,14,False
85,2247,2248,2,False
85,2261,2261,1,False
85,2312,2312,1,False
85,2314,2314,1,False
85,2317,2317,1,False
86,1349,1349,1,False
86,1352,1353,2,False
86,1355,1355,1,False
86,1357,1359,3,False
86,1363,1372,10,False
86,1381,1381,1,False
86,1431,1440,10,False
86,1473,1475,3,False
86,1477,1477,1,False
86,3180,3180,1,False
86,3217,3220,4,False
86,7125,7126,2,False
87,1608,1642,35,False
87,1644,1644,1,False
87,1648,1652,5,False
87,1659,1668,10,False
87,1715,1715,1,False
87,1718,1718,1,False
87,1727,1727,1,False
87,1748,1748,1,False
87,1750,1750,1,False
87,1752,1752,1,False
87,1755,1755,1,False
87,1757,1758,2,False
87,1760,1764,5,False
87,1766,1889,124,False
88,2106,2109,4,False
89,2621,2623,3,False
89,2629,2656,28,False
89,2730,2735,6,False
89,2745,2745,1,False
89,2751,2751,1,False
89,2753,2753,1,False
89,2802,2803,2,False
89,2805,2805,1,False
89,2824,2825,2,False
89,2850,2852,3,False
89,2859,2859,1,False
89,2864,2866,3,False
89,2918,2918,1,False
89,2920,2920,1,False
89,2939,2939,1,False
89,2978,2979,2,False
90,1630,1639,10,False
90,1682,1682,1,False
90,1688,1817,130,False
90,4032,4032,1,False
91,2680,2685,6,False
91,2700,2700,1,False
91,2702,2702,1,False
91,2706,2706,1,False
91,2737,2737,1,False
91,2740,2751,12,False
91,2753,2761,9,False
91,2767,2768,2,False
91,2829,2829,1,False
91,2832,2843,12,False
91,2845,2853,9,False
91,2856,2858,3,False
91,2860,2860,1,False
91,2864,2876,13,False
91,2878,2887,10,False
91,2890,2890,1,False
91,2892,2893,2,False
91,3019,3020,2,False
91,3088,3088,1,False
91,3090,3101,12,False
91,3103,3111,9,False
91,3114,3114,1,False
91,3117,3117,1,False
91,3162,3167,6,False
91,3169,3171,3,False
91,3173,3175,3,False
91,3178,3178,1,False
91,3180,3191,12,False
91,3193,3201,9,False
91,3207,3207,1,False
91,3211,3222,12,False
91,3224,3232,9,False
91,3235,3236,2,False
91,3238,3238,1,False
91,3300,3300,1,False
91,3302,3313,12,False
91,3315,3323,9,False
91,3326,3326,1,False
91,3389,3389,1,False
91,3392,3393,2,False
91,3430,3430,1,False
91,3433,3439,7,False
91,3460,3461,2,False
92,1343,1346,4,False
92,1351,1352,2,False
92,1427,1431,5,False
92,1434,1434,1,False
92,1436,1436,1,False
92,1447,1447,1,False
92,1450,1450,1,False
92,1458,1458,1,False
92,1467,1467,1,False
93,1738,1738,1,False
93,1745,1745,1,False
93,1750,1750,1,False
93,1765,1765,1,False
93,1771,1771,1,False
93,1782,1871,90,False
93,3737,3737,1,False
93,3739,3739,1,False
94,1512,1512,1,False
94,1522,1691,170,False
94,1740,1740,1,False
95,2143,2172,30,False
95,2190,2207,18,False
96,2442,2442,1,False
96,2470,2473,4,False
96,2488,2515,28,False
96,2517,2518,2,False
96,2555,2555,1,False
96,2564,2564,1,False
96,2587,2600,14,False
96,2699,2699,1,False
96,2719,2720,2,False
96,2784,2784,1,False
96,2786,2786,1,False
96,2789,2789,1,False
96,2798,2798,1,False
97,1271,1277,7,False
97,1313,1327,15,False
97,1329,1334,6,False
97,3742,3742,1,False
98,1719,1719,1,False
98,1721,1722,2,False
98,1724,1725,2,False
98,1732,1732,1,False
98,1738,1738,1,False
98,4136,4136,1,False
98,4162,4162,1,False
98,4231,4231,1,False
99,3872,3874,3,False
99,3876,3877,2,False
99,3881,3884,4,False
99,3910,3912,3,False
99,3914,3915,2,False
99,3919,3922,4,False
99,3926,3926,1,False
99,3982,3987,6,False
99,4011,4011,1,False
99,4037,4051,15,False
99,4053,4055,3,False
99,4125,4131,7,False
99,4206,4213,8,False
99,4223,4225,3,False
99,4227,4227,1,False
99,4252,4252,1,False
99,4294,4303,10,False
99,4315,4329,15,False
99,4351,4360,10,False
99,4371,4386,16,False
99,4397,4397,1,False
99,4405,4405,1,False
99,4427,4439,13,False
99,4444,4456,13,False
99,4471,4471,1,False
99,4549,4555,7,False
99,4575,4575,1,False
99,4696,4696,1,False
99,4747,4747,1,False
99,4837,4838,2,False
99,4858,4858,1,False
99,4882,4882,1,False
99,4936,4936,1,False
99,5883,5883,1,False
99,6241,6241,1,False
99,6267,6267,1,False
99,6293,6293,1,False
99,6319,6319,1,False
99,6324,6324,1,False
99,6408,6408,1,False
99,6478,6479,2,False
99,6499,6499,1,False
99,6648,6648,1,False
