time,ant_id,from_role,to_role,reason,x,y
4545,34,transporter,follower,food_deposited_at_nest,87.54239210728382,91.56942700741996
4548,93,transporter,follower,food_deposited_at_nest,91.73009805617423,92.20770669358679
4549,30,transporter,follower,food_deposited_at_nest,92.25346258690043,91.97538203910754
4552,97,transporter,follower,food_deposited_at_nest,90.4118146382573,92.95344127552559
4569,98,follower,transporter,food_reached_from_trail,240.5189114611859,236.88491379175386
4597,33,transporter,follower,food_deposited_at_nest,87.77035666022324,91.7313623896355
4616,35,transporter,follower,food_deposited_at_nest,88.71856382086425,87.59211103539101
4621,70,transporter,follower,food_deposited_at_nest,91.98435015711227,87.80812310679887
4629,29,transporter,follower,food_deposited_at_nest,92.49435182445349,91.19234890940052
4645,50,transporter,follower,food_deposited_at_nest,87.4110372326796,88.54796250687797
4649,53,follower,transporter,food_reached_from_trail,240.64941688267652,236.8748791072753
4659,12,follower,transporter,food_reached_from_trail,240.4241047054815,236.6019073127171
4670,95,transporter,follower,food_deposited_at_nest,92.40410833554282,88.8849217466383
4681,83,follower,transporter,food_reached_from_trail,239.28071796859675,237.06554044079388
4709,54,follower,transporter,food_reached_from_trail,239.61315376056814,236.87095666487892
4709,69,follower,transporter,food_reached_from_trail,239.88466769819183,236.56281182573747
4739,36,follower,transporter,food_reached_from_trail,238.9796473851696,236.57425119761496
4761,4,follower,transporter,food_reached_from_trail,240.66503434348806,236.86962983739917
4762,8,transporter,follower,food_deposited_at_nest,89.12671111212562,92.55808846487528
4762,31,follower,transporter,food_reached_from_trail,241.12298762657352,236.70030757351321
4771,68,transporter,follower,food_deposited_at_nest,87.26203456037388,90.930383933192
4777,18,transporter,follower,food_deposited_at_nest,92.10989187464669,91.77645199084373
4778,7,transporter,follower,food_deposited_at_nest,89.18894093309555,92.55532416995194
4778,15,follower,transporter,food_reached_from_trail,238.9072697095915,236.6959699994005
4785,37,transporter,follower,food_deposited_at_nest,89.75925210741975,92.91419605033364
4795,73,follower,transporter,food_reached_from_trail,239.19963154227844,237.06561281161015
4798,41,transporter,follower,food_deposited_at_nest,88.51334695768261,92.46470813202015
4800,88,transporter,follower,food_deposited_at_nest,90.88107135106006,92.73345044144645
4810,57,transporter,follower,food_deposited_at_nest,91.91284534113319,92.02989273480411
4839,24,transporter,follower,food_deposited_at_nest,91.35437480631394,87.49025524300058
4841,65,transporter,follower,food_deposited_at_nest,92.4286404953099,90.23933552005614
4842,59,follower,transporter,food_reached_from_trail,240.7638695793795,236.72825812444327
4844,77,transporter,follower,food_deposited_at_nest,88.21868785813912,87.6105413560899
4845,21,follower,transporter,food_reached_from_trail,240.39795513997467,236.82774951791768
4856,63,transporter,follower,food_deposited_at_nest,92.63642714046155,90.99244652819921
4882,45,follower,transporter,food_reached_from_trail,238.89654766557163,236.73727636298023
4923,87,transporter,follower,food_deposited_at_nest,88.21193860269128,87.61067001246609
4941,0,transporter,follower,food_deposited_at_nest,89.04062012016877,92.58988786759616
4947,66,transporter,follower,food_deposited_at_nest,91.5011329349964,87.52469740046692
4967,75,follower,transporter,food_reached_from_trail,240.73224006578502,236.76322188668718
4970,86,transporter,follower,food_deposited_at_nest,91.66905262259438,87.86785520467572
4974,16,transporter,follower,food_deposited_at_nest,92.59434932755781,90.46300951845349
4983,81,follower,transporter,food_reached_from_trail,239.73087509329167,236.4595225272177
4985,93,follower,transporter,food_reached_from_trail,240.57174157568002,236.72701166004586
4988,30,follower,transporter,food_reached_from_trail,240.66127036020538,236.6239659940264
4988,97,follower,transporter,food_reached_from_trail,238.75730207057066,237.10913419663424
4989,20,follower,transporter,food_reached_from_trail,238.77615398733985,237.22458441826655
